"loan_id","customer_id","funded_amount","term_months","int_rate","fico_score","dti","purpose","home_ownership","issue_date","risk_tier","loan_status"
"LN105844","CUST209376",35000,60,"12.78",763,"0.32","Debt Consolidation","MORTGAGE","2023-02-10","Low Risk","Fully Paid"
"LN105845","CUST212777",10000,36,"17.96",622,"0.30","Credit Card Refinance","MORTGAGE","2023-04-26","High Risk","Default"
"LN105846","CUST203512",10000,36,"16.67",680,"0.24","Major Purchase","OWN","2025-10-10","Medium Risk","Fully Paid"
"LN105847","CUST214043",20000,36,"17.81",610,"0.34","Debt Consolidation","MORTGAGE","2024-07-11","High Risk","Fully Paid"
"LN105848","CUST203627",10000,36,"18.33",696,"0.37","Home Improvement","RENT","2023-07-24","Medium Risk","Fully Paid"
"LN105849","CUST210607",15000,36,"15.63",708,"0.32","Home Improvement","RENT","2024-03-16","Medium Risk","Fully Paid"
"LN105850","CUST203689",5000,36,"16.48",716,"0.37","Debt Consolidation","RENT","2023-11-23","Medium Risk","Default"
"LN105851","CUST211104",50000,36,"13.60",703,"0.22","Debt Consolidation","OWN","2024-07-08","Medium Risk","Fully Paid"
"LN105852","CUST203388",35000,60,"12.68",751,"0.17","Credit Card Refinance","RENT","2025-01-30","Low Risk","Fully Paid"
"LN105853","CUST204409",35000,36,"19.17",652,"0.27","Credit Card Refinance","RENT","2024-05-06","High Risk","Fully Paid"
"LN105854","CUST210676",15000,60,"14.79",627,"0.35","Debt Consolidation","MORTGAGE","2023-06-04","High Risk","Fully Paid"
"LN105855","CUST206710",35000,36,"17.40",650,"0.42","Debt Consolidation","MORTGAGE","2023-05-02","High Risk","Default"
"LN105856","CUST208410",5000,36,"19.13",612,"0.57","Home Improvement","MORTGAGE","2025-09-15","High Risk","Fully Paid"
"LN105857","CUST200329",5000,36,"17.19",683,"0.38","Home Improvement","RENT","2024-09-25","Medium Risk","Fully Paid"
"LN105858","CUST214167",5000,36,"13.28",673,"0.06","Debt Consolidation","MORTGAGE","2023-07-22","Medium Risk","Fully Paid"
"LN105859","CUST212785",15000,36,"14.40",703,"0.44","Debt Consolidation","MORTGAGE","2023-10-23","Medium Risk","Fully Paid"
"LN105860","CUST212576",15000,36,"18.46",599,"0.35","Debt Consolidation","RENT","2023-10-23","High Risk","Fully Paid"
"LN105861","CUST211178",15000,36,"16.64",679,"0.22","Debt Consolidation","MORTGAGE","2024-07-21","Medium Risk","Fully Paid"
"LN105862","CUST200146",5000,36,"13.99",740,"0.40","Home Improvement","MORTGAGE","2025-08-11","Low Risk","Fully Paid"
"LN105863","CUST207768",15000,36,"13.76",708,"0.35","Major Purchase","RENT","2023-02-27","Medium Risk","Fully Paid"
"LN105864","CUST214935",20000,36,"17.46",585,"0.24","Debt Consolidation","MORTGAGE","2025-08-30","High Risk","Fully Paid"
"LN105865","CUST202168",15000,36,"14.60",679,"0.31","Debt Consolidation","MORTGAGE","2023-11-06","Medium Risk","Fully Paid"
"LN105866","CUST210607",20000,36,"14.56",643,"0.19","Debt Consolidation","RENT","2025-03-09","High Risk","Fully Paid"
"LN105867","CUST202838",10000,36,"15.05",680,"0.28","Debt Consolidation","MORTGAGE","2024-06-07","Medium Risk","Default"
"LN105868","CUST209850",35000,36,"18.77",660,"0.14","Debt Consolidation","RENT","2025-04-13","Medium Risk","Fully Paid"
"LN105869","CUST213122",15000,36,"12.93",766,"0.35","Small Business","RENT","2024-02-24","Low Risk","Fully Paid"
"LN105870","CUST200139",10000,36,"13.13",684,"0.34","Home Improvement","RENT","2024-01-11","Medium Risk","Fully Paid"
"LN105871","CUST203667",10000,36,"14.59",695,"0.44","Small Business","MORTGAGE","2023-12-30","Medium Risk","Fully Paid"
"LN105872","CUST204136",20000,36,"18.17",677,"0.42","Debt Consolidation","MORTGAGE","2025-02-03","Medium Risk","Fully Paid"
"LN105873","CUST209968",35000,60,"12.54",703,"0.22","Small Business","RENT","2023-06-10","Medium Risk","Default"
"LN105874","CUST213191",15000,36,"15.77",669,"0.35","Major Purchase","MORTGAGE","2025-10-12","Medium Risk","Fully Paid"
"LN105875","CUST205005",10000,36,"15.66",718,"0.35","Major Purchase","MORTGAGE","2024-09-03","Medium Risk","Fully Paid"
"LN105876","CUST211678",35000,36,"14.29",660,"0.20","Debt Consolidation","RENT","2023-10-23","Medium Risk","Fully Paid"
"LN105877","CUST211623",20000,36,"14.09",748,"0.41","Debt Consolidation","RENT","2024-01-15","Low Risk","Fully Paid"
"LN105878","CUST210531",15000,60,"13.53",704,"0.26","Home Improvement","MORTGAGE","2024-08-16","Medium Risk","Fully Paid"
"LN105879","CUST204512",15000,60,"13.86",672,"0.22","Home Improvement","MORTGAGE","2023-01-29","Medium Risk","Fully Paid"
"LN105880","CUST206944",10000,36,"15.38",722,"0.28","Debt Consolidation","RENT","2024-06-26","Low Risk","Fully Paid"
"LN105881","CUST214672",20000,60,"17.63",704,"0.10","Credit Card Refinance","MORTGAGE","2024-03-14","Medium Risk","Fully Paid"
"LN105882","CUST206169",10000,36,"13.89",721,"0.09","Debt Consolidation","RENT","2023-12-20","Low Risk","Fully Paid"
"LN105883","CUST213953",75000,36,"16.27",684,"0.37","Credit Card Refinance","MORTGAGE","2025-05-08","Medium Risk","Fully Paid"
"LN105884","CUST205714",15000,36,"16.55",667,"0.22","Home Improvement","RENT","2023-07-24","Medium Risk","Fully Paid"
"LN105885","CUST207521",15000,36,"15.61",686,"0.15","Debt Consolidation","MORTGAGE","2023-08-09","Medium Risk","Fully Paid"
"LN105886","CUST204129",15000,60,"15.12",654,"0.10","Debt Consolidation","OWN","2025-12-28","High Risk","Fully Paid"
"LN105887","CUST203576",50000,60,"12.78",728,"0.15","Credit Card Refinance","MORTGAGE","2023-04-16","Low Risk","Fully Paid"
"LN105888","CUST207647",35000,36,"12.48",753,"0.21","Major Purchase","RENT","2023-03-14","Low Risk","Fully Paid"
"LN105889","CUST204951",15000,36,"14.53",708,"0.06","Home Improvement","RENT","2024-01-30","Medium Risk","Fully Paid"
"LN105890","CUST211096",20000,36,"13.12",750,"0.38","Debt Consolidation","MORTGAGE","2024-09-17","Low Risk","Fully Paid"
"LN105891","CUST208531",15000,60,"12.38",736,"0.35","Credit Card Refinance","RENT","2025-02-22","Low Risk","Fully Paid"
"LN105892","CUST213506",15000,36,"15.54",666,"0.20","Debt Consolidation","RENT","2025-12-12","Medium Risk","Fully Paid"
"LN105893","CUST210218",5000,36,"13.52",721,"0.46","Debt Consolidation","RENT","2025-06-02","Low Risk","Fully Paid"
"LN105894","CUST206507",15000,36,"17.96",615,"0.21","Debt Consolidation","RENT","2023-07-23","High Risk","Fully Paid"
"LN105895","CUST209577",10000,60,"14.69",689,"0.30","Credit Card Refinance","MORTGAGE","2025-02-20","Medium Risk","Fully Paid"
"LN105896","CUST201677",50000,60,"18.27",620,"0.46","Home Improvement","RENT","2024-03-16","High Risk","Fully Paid"
"LN105897","CUST200121",10000,36,"15.99",674,"0.26","Debt Consolidation","OWN","2023-04-13","Medium Risk","Fully Paid"
"LN105898","CUST208381",50000,36,"16.56",608,"0.40","Home Improvement","MORTGAGE","2025-08-30","High Risk","Default"
"LN105899","CUST210853",15000,60,"13.90",734,"0.38","Small Business","MORTGAGE","2023-01-25","Low Risk","Fully Paid"
"LN105900","CUST213817",20000,60,"15.80",660,"0.24","Credit Card Refinance","MORTGAGE","2023-11-02","Medium Risk","Fully Paid"
"LN105901","CUST213753",15000,36,"14.62",725,"0.27","Debt Consolidation","RENT","2025-03-28","Low Risk","Fully Paid"
"LN105902","CUST206132",5000,36,"16.14",676,"0.14","Small Business","MORTGAGE","2025-07-07","Medium Risk","Fully Paid"
"LN105903","CUST209199",10000,60,"17.15",587,"0.05","Debt Consolidation","MORTGAGE","2023-12-14","High Risk","Fully Paid"
"LN105904","CUST210607",5000,60,"15.77",655,"0.21","Credit Card Refinance","MORTGAGE","2023-04-25","High Risk","Fully Paid"
"LN105905","CUST209729",20000,60,"16.35",653,"0.33","Debt Consolidation","RENT","2023-11-07","High Risk","Default"
"LN105906","CUST209979",15000,36,"11.09",679,"0.15","Debt Consolidation","RENT","2023-03-13","Medium Risk","Default"
"LN105907","CUST204632",35000,60,"14.45",755,"0.37","Credit Card Refinance","MORTGAGE","2023-03-07","Low Risk","Fully Paid"
"LN105908","CUST204891",10000,36,"11.99",763,"0.25","Debt Consolidation","RENT","2024-11-17","Low Risk","Fully Paid"
"LN105909","CUST211214",5000,60,"15.37",668,"0.42","Debt Consolidation","MORTGAGE","2024-04-29","Medium Risk","Fully Paid"
"LN105910","CUST201772",15000,36,"16.08",616,"0.17","Debt Consolidation","MORTGAGE","2025-03-11","High Risk","Fully Paid"
"LN105911","CUST207893",50000,36,"17.57",642,"0.29","Home Improvement","RENT","2025-04-28","High Risk","Fully Paid"
"LN105912","CUST201046",20000,36,"16.46",703,"0.16","Debt Consolidation","RENT","2023-10-05","Medium Risk","Fully Paid"
"LN105913","CUST205510",15000,60,"15.48",674,"0.07","Credit Card Refinance","RENT","2023-05-24","Medium Risk","Default"
"LN105914","CUST204530",15000,36,"17.33",601,"0.27","Credit Card Refinance","MORTGAGE","2025-01-08","High Risk","Fully Paid"
"LN105915","CUST210496",5000,36,"16.09",654,"0.16","Debt Consolidation","MORTGAGE","2024-02-07","High Risk","Fully Paid"
"LN105916","CUST205328",75000,60,"13.85",745,"0.29","Credit Card Refinance","OWN","2025-04-18","Low Risk","Fully Paid"
"LN105917","CUST214115",20000,36,"16.65",694,"0.35","Debt Consolidation","MORTGAGE","2023-03-05","Medium Risk","Fully Paid"
"LN105918","CUST204537",10000,36,"19.97",682,"0.13","Credit Card Refinance","MORTGAGE","2023-01-21","Medium Risk","Fully Paid"
"LN105919","CUST204279",15000,60,"15.74",660,"0.40","Debt Consolidation","RENT","2024-11-25","Medium Risk","Fully Paid"
"LN105920","CUST210750",5000,36,"16.93",657,"0.16","Debt Consolidation","MORTGAGE","2025-08-10","High Risk","Fully Paid"
"LN105921","CUST211651",50000,60,"13.55",707,"0.21","Debt Consolidation","RENT","2025-09-01","Medium Risk","Fully Paid"
"LN105922","CUST214621",5000,36,"14.19",687,"0.22","Major Purchase","MORTGAGE","2024-10-03","Medium Risk","Fully Paid"
"LN105923","CUST210674",20000,60,"13.02",718,"0.33","Credit Card Refinance","RENT","2023-03-03","Medium Risk","Fully Paid"
"LN105924","CUST204896",10000,60,"16.83",707,"0.37","Debt Consolidation","RENT","2023-05-03","Medium Risk","Fully Paid"
"LN105925","CUST203087",20000,36,"16.56",680,"0.36","Major Purchase","RENT","2023-07-16","Medium Risk","Fully Paid"
"LN105926","CUST202457",35000,60,"14.45",699,"0.22","Credit Card Refinance","MORTGAGE","2025-10-10","Medium Risk","Fully Paid"
"LN105927","CUST208476",20000,36,"16.57",650,"0.36","Credit Card Refinance","MORTGAGE","2024-05-13","High Risk","Fully Paid"
"LN105928","CUST212542",20000,60,"16.72",677,"0.40","Debt Consolidation","MORTGAGE","2023-10-07","Medium Risk","Fully Paid"
"LN105929","CUST203938",35000,60,"15.62",747,"0.23","Debt Consolidation","MORTGAGE","2024-11-14","Low Risk","Fully Paid"
"LN105930","CUST214741",5000,36,"16.11",680,"0.11","Credit Card Refinance","MORTGAGE","2023-01-26","Medium Risk","Fully Paid"
"LN105931","CUST200931",10000,36,"15.91",669,"0.26","Debt Consolidation","MORTGAGE","2023-02-23","Medium Risk","Fully Paid"
"LN105932","CUST213197",10000,60,"17.23",690,"0.44","Debt Consolidation","RENT","2025-08-02","Medium Risk","Fully Paid"
"LN105933","CUST214047",75000,36,"15.32",621,"0.51","Credit Card Refinance","MORTGAGE","2024-03-18","High Risk","Default"
"LN105934","CUST213146",10000,36,"12.34",691,"0.05","Credit Card Refinance","RENT","2025-08-03","Medium Risk","Fully Paid"
"LN105935","CUST213272",20000,36,"15.28",764,"0.33","Small Business","RENT","2023-07-03","Low Risk","Fully Paid"
"LN105936","CUST209831",20000,36,"15.85",639,"0.34","Debt Consolidation","MORTGAGE","2024-01-24","High Risk","Fully Paid"
"LN105937","CUST206621",10000,60,"17.18",693,"0.48","Major Purchase","MORTGAGE","2023-03-12","Medium Risk","Fully Paid"
"LN105938","CUST210823",10000,36,"18.43",678,"0.32","Credit Card Refinance","RENT","2025-07-13","Medium Risk","Fully Paid"
"LN105939","CUST205237",10000,36,"18.36",677,"0.32","Debt Consolidation","RENT","2023-12-18","Medium Risk","Fully Paid"
"LN105940","CUST211154",15000,60,"11.08",676,"0.26","Debt Consolidation","MORTGAGE","2023-11-25","Medium Risk","Fully Paid"
"LN105941","CUST202293",10000,36,"15.83",715,"0.19","Debt Consolidation","MORTGAGE","2023-07-11","Medium Risk","Fully Paid"
"LN105942","CUST211818",5000,36,"16.11",625,"0.23","Debt Consolidation","MORTGAGE","2023-08-12","High Risk","Fully Paid"
"LN105943","CUST200418",35000,60,"13.67",714,"0.35","Major Purchase","OWN","2024-02-23","Medium Risk","Fully Paid"
"LN105944","CUST210739",50000,60,"15.98",683,"0.16","Credit Card Refinance","MORTGAGE","2025-02-18","Medium Risk","Fully Paid"
"LN105945","CUST208149",10000,60,"16.79",591,"0.44","Credit Card Refinance","MORTGAGE","2023-03-26","High Risk","Fully Paid"
"LN105946","CUST204844",10000,36,"16.17",698,"0.33","Debt Consolidation","RENT","2025-11-09","Medium Risk","Fully Paid"
"LN105947","CUST204251",5000,36,"17.36",685,"0.11","Major Purchase","RENT","2025-08-25","Medium Risk","Fully Paid"
"LN105948","CUST214859",20000,36,"16.30",636,"0.33","Small Business","MORTGAGE","2023-06-04","High Risk","Fully Paid"
"LN105949","CUST206858",35000,36,"15.84",688,"0.23","Credit Card Refinance","RENT","2025-03-09","Medium Risk","Fully Paid"
"LN105950","CUST206629",5000,36,"16.46",614,"0.50","Major Purchase","RENT","2025-10-12","High Risk","Fully Paid"
"LN105951","CUST206362",5000,36,"17.08",645,"0.11","Credit Card Refinance","MORTGAGE","2023-10-19","High Risk","Fully Paid"
"LN105952","CUST212071",35000,36,"17.60",681,"0.28","Small Business","MORTGAGE","2024-01-16","Medium Risk","Fully Paid"
"LN105953","CUST200579",20000,36,"18.24",595,"0.20","Credit Card Refinance","RENT","2023-09-03","High Risk","Fully Paid"
"LN105954","CUST209553",5000,36,"16.77",622,"0.38","Debt Consolidation","MORTGAGE","2023-02-21","High Risk","Default"
"LN105955","CUST211602",20000,36,"18.74",629,"0.41","Home Improvement","RENT","2024-06-03","High Risk","Default"
"LN105956","CUST209373",10000,36,"14.81",683,"0.14","Debt Consolidation","MORTGAGE","2024-10-09","Medium Risk","Fully Paid"
"LN105957","CUST213370",10000,36,"14.38",702,"0.32","Debt Consolidation","MORTGAGE","2024-07-26","Medium Risk","Fully Paid"
"LN105958","CUST203112",35000,36,"15.63",635,"0.51","Home Improvement","MORTGAGE","2025-04-14","High Risk","Fully Paid"
"LN105959","CUST205623",35000,60,"14.35",632,"0.40","Credit Card Refinance","RENT","2023-08-18","High Risk","Fully Paid"
"LN105960","CUST211904",15000,60,"14.06",686,"0.49","Credit Card Refinance","OWN","2025-10-12","Medium Risk","Default"
"LN105961","CUST211688",50000,60,"15.46",685,"0.34","Debt Consolidation","RENT","2023-08-16","Medium Risk","Fully Paid"
"LN105962","CUST203644",15000,36,"16.74",644,"0.14","Debt Consolidation","MORTGAGE","2023-12-09","High Risk","Fully Paid"
"LN105963","CUST211245",35000,36,"11.77",771,"0.11","Credit Card Refinance","MORTGAGE","2023-05-21","Low Risk","Fully Paid"
"LN105964","CUST208760",15000,36,"14.51",689,"0.23","Major Purchase","RENT","2025-08-28","Medium Risk","Fully Paid"
"LN105965","CUST210459",35000,60,"12.89",671,"0.22","Debt Consolidation","MORTGAGE","2023-01-13","Medium Risk","Fully Paid"
"LN105966","CUST212860",50000,36,"19.28",660,"0.51","Debt Consolidation","OWN","2025-07-20","Medium Risk","Default"
"LN105967","CUST207795",5000,36,"16.45",730,"0.54","Debt Consolidation","RENT","2024-06-09","Low Risk","Fully Paid"
"LN105968","CUST214853",50000,36,"13.75",707,"0.38","Credit Card Refinance","MORTGAGE","2024-09-19","Medium Risk","Fully Paid"
"LN105969","CUST211008",35000,36,"17.88",593,"0.38","Home Improvement","MORTGAGE","2024-05-16","High Risk","Fully Paid"
"LN105970","CUST205874",35000,60,"15.06",645,"0.19","Debt Consolidation","RENT","2025-04-13","High Risk","Fully Paid"
"LN105971","CUST208312",10000,36,"17.61",657,"0.36","Debt Consolidation","MORTGAGE","2023-04-21","High Risk","Fully Paid"
"LN105972","CUST204919",35000,36,"16.49",679,"0.13","Debt Consolidation","RENT","2023-10-24","Medium Risk","Fully Paid"
"LN105973","CUST213852",35000,36,"12.75",711,"0.17","Small Business","RENT","2024-04-06","Medium Risk","Fully Paid"
"LN105974","CUST202786",10000,36,"15.39",626,"0.48","Debt Consolidation","RENT","2024-09-09","High Risk","Fully Paid"
"LN105975","CUST213774",50000,60,"15.50",676,"0.34","Debt Consolidation","MORTGAGE","2024-08-23","Medium Risk","Fully Paid"
"LN105976","CUST210775",5000,36,"15.48",764,"0.39","Debt Consolidation","MORTGAGE","2023-09-27","Low Risk","Fully Paid"
"LN105977","CUST214361",5000,60,"14.91",681,"0.05","Credit Card Refinance","MORTGAGE","2024-01-12","Medium Risk","Fully Paid"
"LN105978","CUST209147",15000,36,"18.34",645,"0.25","Debt Consolidation","RENT","2025-01-08","High Risk","Fully Paid"
"LN105979","CUST202968",15000,36,"17.64",613,"0.24","Debt Consolidation","RENT","2023-10-23","High Risk","Fully Paid"
"LN105980","CUST204814",20000,60,"14.88",655,"0.43","Home Improvement","RENT","2023-07-10","High Risk","Fully Paid"
"LN105981","CUST201600",5000,60,"16.22",626,"0.41","Credit Card Refinance","MORTGAGE","2025-03-24","High Risk","Fully Paid"
"LN105982","CUST207714",50000,36,"16.95",660,"0.41","Home Improvement","RENT","2023-02-01","Medium Risk","Default"
"LN105983","CUST202097",5000,36,"16.09",707,"0.32","Home Improvement","MORTGAGE","2023-10-23","Medium Risk","Fully Paid"
"LN105984","CUST212140",5000,36,"16.87",681,"0.47","Debt Consolidation","MORTGAGE","2024-12-02","Medium Risk","Fully Paid"
"LN105985","CUST204238",5000,36,"16.45",655,"0.20","Small Business","RENT","2024-01-06","High Risk","Fully Paid"
"LN105986","CUST211882",15000,36,"18.42",590,"0.27","Debt Consolidation","MORTGAGE","2024-03-15","High Risk","Fully Paid"
"LN105987","CUST213244",50000,36,"17.86",721,"0.51","Debt Consolidation","OWN","2024-07-06","Low Risk","Fully Paid"
"LN105988","CUST209160",20000,36,"19.56",662,"0.31","Debt Consolidation","OWN","2023-06-18","Medium Risk","Fully Paid"
"LN105989","CUST212500",35000,60,"15.45",685,"0.45","Major Purchase","MORTGAGE","2023-10-18","Medium Risk","Fully Paid"
"LN105990","CUST214953",5000,36,"14.00",634,"0.25","Major Purchase","MORTGAGE","2023-02-04","High Risk","Fully Paid"
"LN105991","CUST203000",15000,60,"16.22",659,"0.31","Major Purchase","RENT","2024-07-10","High Risk","Fully Paid"
"LN105992","CUST211137",15000,60,"16.40",651,"0.43","Debt Consolidation","RENT","2024-09-16","High Risk","Default"
"LN105993","CUST214739",15000,60,"15.28",613,"0.46","Debt Consolidation","RENT","2025-07-02","High Risk","Fully Paid"
"LN105994","CUST205500",5000,60,"16.84",634,"0.29","Home Improvement","MORTGAGE","2025-08-29","High Risk","Fully Paid"
"LN105995","CUST210723",20000,60,"13.96",679,"0.13","Home Improvement","OWN","2024-01-05","Medium Risk","Fully Paid"
"LN105996","CUST201464",15000,60,"15.72",694,"0.19","Credit Card Refinance","RENT","2025-02-08","Medium Risk","Fully Paid"
"LN105997","CUST203642",35000,36,"17.27",645,"0.25","Debt Consolidation","MORTGAGE","2023-02-16","High Risk","Fully Paid"
"LN105998","CUST205821",15000,36,"17.82",619,"0.36","Debt Consolidation","RENT","2024-03-02","High Risk","Default"
"LN105999","CUST203660",5000,60,"17.43",662,"0.21","Credit Card Refinance","RENT","2024-01-10","Medium Risk","Default"
